mbti,description
istj,"현실주의자 자신에게 주어진 능력을 활용하지 않는 것을 두려워해야 한다 또한 할 일을 미루거나 게으름 피우는 것을 두려워해야 한다 덴절 워싱턴 현실주의자(ISTJ)는 진솔하게 행동하는 자신의 모습에서 자부심을 느끼며, 자기 생각을 솔직하게 이야기하고 어떤 것에 헌신하기로 한 경우 최선을 다합니다 현실주의자는 인구의 상당 부분을 차지합니다 화려한 삶이나 다른 사람의 주의를 끄는 일에는 관심이 없으며 안정된 사회를 위해 자신의 몫보다 많은 기여를 하곤 합니다 이들은 가족이나 주변 사람들로부터 믿음직한 사람이라는 평판을 받을 때가 많으며, 현실 감각이 뛰어나 스트레스가 극심한 상황에서도 현실적이고 논리적인 태도를 유지하는 사람으로 인정받곤 합니다 책임을 회피하고 다른 사람이 듣고 싶어하는 말만 하는 사람이 많은 세상에서 현실주의자는 헌신과 책임감과 정직함으로 자신을 드러냅니다 진솔한 삶 현실주의자의 자존감은 진솔하게 행동하는 자신의 모습에서 나옵니다 이들은 상황마다 적절한 행동 방식이 존재한다고 생각하며, 다른 방식으로 행동하는 사람은 자신의 이익을 위해 규칙을 어기려는 사람이라고 생각하곤 합니다 또한 체계와 전통을 중시하기에 위계질서가 존재하고 기대치가 명확한 조직과 직장과 교육 환경을 선호하는 편입니다 현실주의자 입장에서 체계적이지 않은 환경은 자유가 아니라 혼돈을 의미합니다 현실주의자는 자신의 행동과 결정에 책임을 지는 일을 두려워하지 않습니다 또한 실수했을 때는 자신의 판단이 틀렸다는 사실을 인정하고 이를 빠르게 만회하기 위해 노력하는 편입니다 이들에게는 남에게 보여주는 것보다 정직함을 유지하는 일이 중요하며, 다른 사람에게 거짓말을 하기보다는 자신의 양심을 지키는 쪽을 선택합니다 현실주의자는 어떠한 일이 있어도 자신의 의무를 지키려는 성향이 있습니다 이 때문에 자신만큼 책임감이 없는 사람을 만나게 되면 당혹감을 느끼곤 합니다 또한 자신만큼 자제력이 뛰어나지 않은 사람을 게으르거나 부정직한 사람으로 단정지을 때도 있습니다 자신의 생각을 대놓고 말하지는 않지만 다른 사람에 대한 판단이 말과 행동에서 묻어 나오기 때문에 엄격하거나 공감 능력이 낮은 사람이라는 평가를 받기도 합니다 책임감이 강한 성격 헌신적인 성향은 현실주의자의 훌륭한 강점이며 다양한 일을 성취하는 데 도움이 됩니다 하지만 이들의 헌신을 이용하려는 사람을 만나게 되면 이러한 성향이 약점이 될 수도 있습니다 이들은 높은 업무 윤리 의식과 의무감을 지니고 있으며 다른 사람의 책임도 함께 짊어질 때가 종종 있습니다 현실주의자가 드러내고 불만을 표하는 성격은 아니지만, 이러한 상황이 계속된다면 자신뿐만 아니라 동료와 친구와 연인도 함께 책임져야 한다는 사실에 피로감이나 절망감을 느끼게 될 수도 있습니다 현실주의자는 다른 사람의 책임을 짊어지면서도 이에 대한 인정을 받지 못할 때가 있습니다 현실주의자는 보통 즉시 감정을 표현하지는 않습니다 그렇다고 해서 자신에게 너무 많은 책임이 주어졌을 때 좌절감이나 억울함을 느끼지 않는다는 의미는 아닙니다 또한 균형 잡히고 지속 가능한 관계를 추구하지 않는다면 관계를 유지하기 위해 자신을 희생하게 될 가능성도 있습니다 책임의 한계를 명확히 하고 과도한 책임이 주어졌을 때 이를 거부하는 방법을 익힌다면 진실되고 충실하고 책임감 있는 태도로 사회에 많은 기여를 하는 사람이 될 수 있을 것입니다"
istj,"청렴결백한 논리주의자, 현실주의자"
istj,"실제 사실에 대하여 정확하고 체계적으로 기억하며, 일 처리에 있어서도 신중하고 책임감이 있다. 강한 집중력과 현실 감각을 지녔으며, 조직적이고 침착하다. 이들은 보수적인 경향이 있으며, 문제를 해결하는 데 과거의 경험을 잘 적용한다. 또한 반복되는 일상적인 일에 대한 인내력이 강하다."
istj,"하지만 3차기능이 Fi(내향 감정)이라 감정과 기분을 이해하는 능력이 부족하며, 열등기능이 Ne(외향 직관)로 나무보다 숲을 보는 직관 능력이 매우 부족하다. [A]"
istj,"틀에 짜여진 사회에서 주어진 임무를 철저하게 완수하려 노력하며 규칙을 잘 준수하는 유형이므로, 회사나 공공기관 근무를 선호한다. 일반적인 학교 선생님들이 매우 좋아하는 유형이다. 겉으로 튀는 것을 별로 안 좋아하고 용의단정하며 정돈된 스타일이다.[30] 사고가 다소 편협할 수는 있으나 건강한 상태일수록 타인을 보면서 느끼는 답답함을 보는 앞에서 그대로 말하기보단 자제하는 편이다. 하지만 의외로 사내정치에는 취약한 편. 취향도 상당히 정적이며, 어딘가에 튼튼하게 고정되어 있는 안정감을 주는 성격이다."
istj,사람에 대한 호불호가 뚜렷하고 선입견이 강하다.[이것은]
istj,"낯가림이 심하지만, 친해질수록 허물없는 편이다."
istj,"안정적인 방향을 선호하며, 혼자서도 일을 잘한다."
istj,자신만의 루틴이 깨지면 스트레스를 많이 받는다.
istj,성실하고 책임감이 강한 편이어서 주어진 일을 무슨 일이 있어도 끝까지 완수하려 한다.
istj,"의젓한 성격이므로 장남, 장녀같다는 말을 많이 듣는다.[37][SJ]"
istj,예고없이 갑작스러운 변화를 매우 싫어한다.[SJ]
istj,"원리, 원칙적이며 약속을 잘 지킨다."
istj,실수를 깨달으면 그것을 즉각 수정하는 편이다.
istj,"본인 얘기를 잘 안하는 편이라, 남들이 속을 모르겠다고 말한다."
istj,"집돌이, 집순이인 경우가 많아 휴일에도 집에서 주로 지낸다."
istj,"인내심이 강해서 참고 참았다가 터뜨리는 편이라, 한번 화낼 때 크게 낸다."
istj,"논리적, 합리적인 것을 중시하지만, 부기능이 Te(외향 사고)이고 주기능이 Si(내향 감각)라서 구시대적인 관습을 논리에 따른 판단 없이 수용하는 편이다."
istj,미안한 감정이 들어도 사과를 잘 못한다.
istj,정리정돈에 집착하는 경향이 있다.[SJ]
istj,시간약속을 단 1분이라도 늦는걸 굉장히 싫어한다.[41]
istj,"주기능인 Si(내향 감각)으로 과거 회상을 좋아하며, 남들이 기억하기 힘든 세세한 추억들까지 간직하고 있는 경우가 많다.[SJ]"
istj,"배우자, 자식, 부하처럼 가까운 사람들에게 꼰대스러운 면모를 보인다.[SJ]"
istj,"현실성, 대중성을 중시하므로 취미를 가져도 일반적인 것, 아니면 전통적인 것을 주로 선호한다.[SJ]"
istj,겉보기에 차가워 보인다.
istj,"기본적 예의가 없는 인간은 가차없이 손절하고, 한 번 적대감을 느끼면 굉장히 오래간다."
istj,가까운 사람들을 관리하고 통제하려 한다. ISTJ 부모의 이런 성향은 진취적이고 독립적인 자녀 앞에서 큰 독이 된다. [SJ]
istj,I (내향형) 중에서는 성공할 가능성이 가장 높은 유형이기도 하다. MBTI 평균연봉 자료에 의하면 16유형 중 5위이며 내향형 중에서는 평균연봉이 가장 높다.
istj,"IQ(지능 지수)는 16유형 중 10위이지만 대학수학능력시험 성적 평균은 1위이다(인문계 1위, 자연계 2위)."
istj,"근면, 성실, 노력파적인 모습과 강한 책임감을 보인다. 또한 자녀들도 가급적이면 그렇게 되기를 바란다."
istj,"자녀들의 재능, 놀이, 친구 관계보다 교육, 취업, 결혼, 형식적 예의범절을 중시한다.[SJ]"
istj,자녀의 성격이 특이하거나 게으르거나 너무 노는 것을 좋아한다면 이를 통제하려고 한다.[47][SJ]
istj,"자녀가 명문대학을 입학/졸업하거나, 좋은 직장에 취업을 하는 등 현실적인 목표를 이루는 걸 매우 중요시한다.[49]"
istj,때로는 자녀의 도덕적인 인격 발달보다 입시나 취업 등 실질적인 문제를 중시하기도 한다.
istj,자녀가 안정적인 직업을 갖고 확실한 미래가 보장된 삶을 살아가기를 원한다.[50] 예술가 등 미래가 불투명한 직업을 자녀가 원할 경우 엄청나게 반대할 수 있다.
istj,"ISTJ 어른들과 대체로 비슷하다. 사춘기 시절 방황하기도 하지만 뛰어난 노력파적인 모습과 책임감, 자제력, 자기관리의 모습을 보이는 경우가 많다. 따라서 일반적인 학교 선생님들이 매우 좋아하는 유형이다. 열심히 공부해서 적어도 중상위 수준의 성적을 발휘하는 경우가 많다."
istj,"학교에서는 조용한 편으로, 친구에게 다가가기를 어려워 하지만 다른 친구가 먼저 다가가주면 금방 친해지는 편이다. 친구랑 말썽도 거의 피우지 않는다. 내향적인 성향의 부모 입장에서는 너무 고지식한 면만 빼면 상당히 다루기가 편한 자녀다."
istj,"다만 심하게 불건강하거나 건전한 가정교육[51]을 받지 못한 경우는 이야기가 달라지기도 한다. 어른들의 지시나 오래된 전통 등은 옳고 그름을 판단하기 전에 맹목적으로 따르는 경향이 있기 때문이다. 오히려 곧은 성격이 독이 되어 자신과 가치관이 다른 아이들을 적대시하거나, 잘못된 편견을 갖고 다른 아이를 무시할 수도 있다."
istj,"매사에 철저하고 신중한 성격인 ISTJ는 연인 관계에서 무엇보다도 신뢰를 중요시합니다. 이들은 상대방에게 배려심이 깊고 인내심도 강한 편입니다. 따라서 잘 맞는 사람과 사귀면 관계를 오래 지속하는 경우가 많습니다. 연애를 시작할 때도 원칙과 계획을 따지는 타입이기 때문에 속도가 느릴 수 있습니다. 애정표현을 과하게 하는 편은 아니며, 때로는 무심해 보일 수도 있지만 연인에게만은 의외의 애교나 귀여운 면모를 보이기도 합니다. 또한 주변의 이성에게 별로 관심을 두지 않고 연인에게만 헌신을 보이는 지고지순한 타입이기도 합니다."
istp,"장인 나는 다른 삶을 살고 싶었다 매일 똑같은 곳에서 똑같은 사람을 만나고 똑같은 일을 하고 싶지는 않았다 나에게는 흥미로운 도전이 필요했다 해리슨 포드 장인(ISTP)은 이성과 호기심을 통해 세상을 바라보며 눈과 손으로 직접 탐구하는 일을 즐깁니다 이들은 타고난 손기술을 지니고 있으며, 다양한 프로젝트에서 유용하고 재미있는 물건을 만들어 내고 주변 환경에서 배울 점을 찾습니다 장인은 보통 기술자나 엔지니어로 일하는 경우가 많으며 물건을 직접 분해하고 조립해 개선하는 일을 즐깁니다 장인은 물건을 제작하고 문제를 해결하고 시행착오를 거치고 직접 경험함으로써 아이디어에 대해 탐구합니다 또한 다른 사람이 자신의 프로젝트에 관심을 보이는 것에 즐거워하며 개방적인 태도를 보입니다 다만 다른 사람이 자신의 원칙이나 자유를 침해하는 일은 원치 않으며, 상대방도 자신에게 개방적인 태도를 보일 것을 기대합니다 장인은 남을 돕고 경험을 공유하는 일을 좋아합니다 이렇게 매력적인 장인이 전체 인구의 약 5%밖에 되지 않는 점은 아쉽다고 할 수 있습니다 특히 여성 장인은 더욱 희귀하며 전통적인 성 역할을 기대하는 사회에서는 말괄량이 취급을 받는 어려움을 겪기도 합니다 색다름 추구 기술과 기계에 집중하는 성향 때문에 단순한 성격처럼 보일 수 있지만, 사실 장인은 불가사의한 성격이라고 할 수 있습니다 친절하지만 매우 내향적이고, 차분하지만 즉흥적이며, 호기심이 넘치지만 일반적인 교육 시스템에서는 집중력을 유지하지 못하는 수수께끼 같은 성격이기 때문입니다 이로 인해 친구와 연인도 장인을 이해하지 못할 때가 있습니다 또한 매우 충실하고 꾸준한 성격처럼 보일 때가 많지만, 갑자기 넘치는 에너지를 발산하고 새로운 관심사를 찾아 나서기도 합니다 장인은 명확한 비전을 추구하기보다는 중대한 결정을 내리기 전 새로운 가능성을 탐색해 보는 성격입니다 장인의 성향이 상황에 따라 달라지는 이유는 결정을 내릴 때 실용성과 현실성을 고려하며, 남에게 대접받고자 하는 대로 남을 대접하는 것이 공정하다고 생각하기 때문입니다 이러한 생각 때문에 남에게 피해를 주지 않기 위해 조심하기보다는 다른 사람이 피해를 주면 자신도 앙갚음하겠다는 태도를 보이기도 합니다 장인의 문제점은 남들도 자신과 같이 관대한 성격을 지니고 있다고 생각해 너무 성급하게 행동할 가능성이 크다는 것입니다 이 때문에 남에게 상처를 주는 농담을 하거나, 다른 사람의 프로젝트에 지나치게 관여하거나, 주변 사람의 주의를 산만하게 하거나, 더 흥미로운 계획이 있다는 이유로 계획을 갑자기 변경하는 행동을 보일 수도 있습니다 규칙에 얽매이지 않는 성격 장인은 자신과 다르게 지켜야 할 선과 규칙을 명확히 정하는 사람이 많다는 사실을 알게 될 것이며, 지나친 농담을 불쾌하게 생각하거나 주의가 산만한 환경을 싫어하는 사람도 있다는 사실을 알게 될 것입니다 특히 감정적으로 격양된 상황이라면 선을 넘는 말과 행동으로 인해 극심한 갈등이 발생할 수도 있다는 점에 주의해야 합니다 장인은 다른 사람의 반응을 예상하는 일을 어려워합니다 자신의 감정과 의도에 따라 말이나 행동이 적절한지를 판단하기 때문입니다 인간관계에서 공감 능력보다는 행동을 중시하는 성향은 갈등으로 이어질 수 있으며, 자유로운 성향의 장인은 상대방이 정한 선을 지키는 일을 어려워할 때가 있습니다 그러나 장인의 예측 불가능한 성향을 이해하고, 창의성과 유머 감각과 해결책을 만들어 내는 능력을 인정하는 환경을 찾는다면 즐겁게 일하고 다른 사람의 존경도 받을 수 있을 것입니다"
